1 [intro.scope]
                32.5.4.3.3 [thread.lock.unique.mod]
                32.5.4.3.4 [thread.lock.unique.obs]
            32.5.4.4 [thread.lock.shared]
                32.5.4.4.1 [thread.lock.shared.cons]
                32.5.4.4.2 [thread.lock.shared.locking]
                32.5.4.4.3 [thread.lock.shared.mod]
                32.5.4.4.4 [thread.lock.shared.obs]
        32.5.5 [thread.lock.algorithm]
        32.5.6 [thread.once]
            32.5.6.1 [thread.once.onceflag]
            32.5.6.2 [thread.once.callonce]
    32.6 [thread.condition]
        32.6.1 [condition.variable.syn]
        32.6.2 [thread.condition.nonmember]
        32.6.3 [thread.condition.condvar]
        32.6.4 [thread.condition.condvarany]
            32.6.4.1 [thread.condvarany.wait]
            32.6.4.2 [thread.condvarany.intwait]
    32.7 [thread.sema]
        32.7.1 [semaphore.syn]
        32.7.2 [thread.sema.cnt]
    32.8 [thread.coord]
        32.8.1 [thread.latch]
        32.8.2 [latch.syn]
        32.8.3 [thread.latch.class]
        32.8.4 [thread.barrier]
            32.8.4.1 [barrier.syn]
            32.8.4.2 [thread.barrier.class]
    32.9 [futures]
        32.9.1 [futures.overview]
        32.9.2 [future.syn]
        32.9.3 [futures.errors]
        32.9.4 [futures.future.error]
        32.9.5 [futures.state]
        32.9.6 [futures.promise]
        32.9.7 [futures.unique.future]
        32.9.8 [futures.shared.future]
        32.9.9 [futures.async]
        32.9.10 [futures.task]
            32.9.10.1 [futures.task.members]
            32.9.10.2 [futures.task.nonmembers]
A [gram]
    A.1 [gram.key]
    A.2 [gram.lex]
    A.3 [gram.basic]
    A.4 [gram.expr]
    A.5 [gram.stmt]
    A.6 [gram.dcl]
    A.7 [gram.module]
    A.8 [gram.class]
    A.9 [gram.over]
    A.10 [gram.temp]
    A.11 [gram.except]
    A.12 [gram.cpp]
B [implimits]
C [diff]
    C.1 [diff.iso]
        C.1.1 [diff.lex]
        C.1.2 [diff.basic]
        C.1.3 [diff.expr]
        C.1.4 [diff.stat]
        C.1.5 [diff.dcl]
        C.1.6 [diff.class]
        C.1.7 [diff.cpp]
    C.2 [diff.cpp03]
        C.2.1 [diff.cpp03.lex]
        C.2.2 [diff.cpp03.expr]
        C.2.3 [diff.cpp03.dcl.dcl]
        C.2.4 [diff.cpp03.class]
        C.2.5 [diff.cpp03.temp]
        C.2.6 [diff.cpp03.library]
        C.2.7 [diff.cpp03.language.support]
        C.2.8 [diff.cpp03.diagnostics]
        C.2.9 [diff.cpp03.utilities]
        C.2.10 [diff.cpp03.strings]
        C.2.11 [diff.cpp03.containers]
        C.2.12 [diff.cpp03.algorithms]
        C.2.13 [diff.cpp03.numerics]
        C.2.14 [diff.cpp03.input.output]
    C.3 [diff.cpp11]
        C.3.1 [diff.cpp11.lex]
        C.3.2 [diff.cpp11.basic]
        C.3.3 [diff.cpp11.expr]
        C.3.4 [diff.cpp11.dcl.dcl]
        C.3.5 [diff.cpp11.library]
        C.3.6 [diff.cpp11.input.output]
    C.4 [diff.cpp14]
        C.4.1 [diff.cpp14.lex]
        C.4.2 [diff.cpp14.expr]
        C.4.3 [diff.cpp14.dcl.dcl]
        C.4.4 [diff.cpp14.class]
        C.4.5 [diff.cpp14.temp]
        C.4.6 [diff.cpp14.except]
        C.4.7 [diff.cpp14.library]
        C.4.8 [diff.cpp14.utilities]
        C.4.9 [diff.cpp14.string]
        C.4.10 [diff.cpp14.containers]
        C.4.11 [diff.cpp14.depr]
    C.5 [diff.cpp17]
        C.5.1 [diff.cpp17.lex]
        C.5.2 [diff.cpp17.basic]
        C.5.3 [diff.cpp17.expr]
        C.5.4 [diff.cpp17.dcl.dcl]
        C.5.5 [diff.cpp17.class]
        C.5.6 [diff.cpp17.over]
        C.5.7 [diff.cpp17.temp]
        C.5.8 [diff.cpp17.except]
        C.5.9 [diff.cpp17.library]
        C.5.10 [diff.cpp17.containers]
        C.5.11 [diff.cpp17.alg.reqs]
        C.5.12 [diff.cpp17.input.output]
        C.5.13 [diff.cpp17.depr]
    C.6 [diff.library]
        C.6.1 [diff.mods.to.headers]
        C.6.2 [diff.mods.to.definitions]
            C.6.2.1 [diff.char16]
            C.6.2.2 [diff.wchar.t]
            C.6.2.3 [diff.header.assert.h]
            C.6.2.4 [diff.header.iso646.h]
            C.6.2.5 [diff.header.stdalign.h]
            C.6.2.6 [diff.header.stdbool.h]
            C.6.2.7 [diff.null]
        C.6.3 [diff.mods.to.declarations]
        C.6.4 [diff.mods.to.behavior]
            C.6.4.1 [diff.offsetof]
            C.6.4.2 [diff.malloc]
D [depr]
    D.1 [depr.arith.conv.enum]
    D.2 [depr.capture.this]
    D.3 [depr.comma.subscript]
    D.4 [depr.array.comp]
    D.5 [depr.volatile.type]
    D.6 [depr.static.constexpr]
    D.7 [depr.impldec]
    D.8 [depr.c.headers]
        D.8.1 [depr.complex.h.syn]
        D.8.2 [depr.iso646.h.syn]
        D.8.3 [depr.stdalign.h.syn]
        D.8.4 [depr.stdbool.h.syn]
        D.8.5 [depr.tgmath.h.syn]
        D.8.6 [depr.c.headers.other]
    D.9 [depr.relops]
    D.10 [depr.str.strstreams]
        D.10.1 [depr.strstream.syn]
        D.10.2 [depr.strstreambuf]
            D.10.2.1 [depr.strstreambuf.cons]
            D.10.2.2 [depr.strstreambuf.members]
            D.10.2.3 [depr.strstreambuf.virtuals]
        D.10.3 [depr.istrstream]
            D.10.3.1 [depr.istrstream.cons]
            D.10.3.2 [depr.istrstream.members]
        D.10.4 [depr.ostrstream]
            D.10.4.1 [depr.ostrstream.cons]
            D.10.4.2 [depr.ostrstream.members]
        D.10.5 [depr.strstream]
            D.10.5.1 [depr.strstream.cons]
            D.10.5.2 [depr.strstream.dest]
            D.10.5.3 [depr.strstream.oper]
    D.11 [depr.meta.types]
    D.12 [depr.iterator.primitives]
        D.12.1 [depr.iterator.basic]
    D.13 [depr.move.iter.elem]
    D.14 [depr.util.smartptr.shared.atomic]
    D.15 [depr.string.capacity]
    D.16 [depr.locale.stdcvt]
        D.16.1 [depr.codecvt.syn]
        D.16.2 [depr.locale.stdcvt.req]
    D.17 [depr.conversions]
        D.17.1 [depr.conversions.string]
        D.17.2 [depr.conversions.buffer]
    D.18 [depr.locale.category]
    D.19 [depr.fs.path.factory]
networking.ts 1 [scope]
networking.ts 2 [references]
networking.ts 3 [defs]
    networking.ts 3.1 [defs.host.byte.order]
    networking.ts 3.2 [defs.net.byte.order]
    networking.ts 3.3 [defs.sync.op]
    networking.ts 3.4 [defs.async.op]
networking.ts 4 [general]
    networking.ts 4.1 [conformance]
        networking.ts 4.1.1 [conformance.9945]
        networking.ts 4.1.2 [conformance.conditional]
    networking.ts 4.2 [intro.ack]
networking.ts 5 [namespaces]
networking.ts 6 [plans]
networking.ts 7 [feature.test]
networking.ts 8 [description]
    networking.ts 8.1 [structure]
        networking.ts 8.1.1 [structure.specifications]
    networking.ts 8.2 [conventions]
        networking.ts 8.2.1 [nested.class]
networking.ts 9 [err.report]
    networking.ts 9.1 [err.report.sync]
    networking.ts 9.2 [err.report.async]
    networking.ts 9.3 [err.report.conditions]
    networking.ts 9.4 [err.report.signal]
networking.ts 10 [summary]
networking.ts 11 [convenience.hdr]
    networking.ts 11.1 [convenience.hdr.synop]
networking.ts 12 [fwd.decl]
    networking.ts 12.1 [fwd.decl.synop]
networking.ts 13 [async]
    networking.ts 13.1 [async.synop]
    networking.ts 13.2 [async.reqmts]
        networking.ts 13.2.1 [async.reqmts.proto.allocator]
        networking.ts 13.2.2 [async.reqmts.executor]
        networking.ts 13.2.3 [async.reqmts.executioncontext]
        networking.ts 13.2.4 [async.reqmts.service]
        networking.ts 13.2.5 [async.reqmts.signature]
        networking.ts 13.2.6 [async.reqmts.associator]
        networking.ts 13.2.7 [async.reqmts.async]
            networking.ts 13.2.7.1 [async.reqmts.async.concepts]
            networking.ts 13.2.7.2 [async.reqmts.async.token]
            networking.ts 13.2.7.3 [async.reqmts.async.return.type]
            networking.ts 13.2.7.4 [async.reqmts.async.return.value]
            networking.ts 13.2.7.5 [async.reqmts.async.lifetime]
            networking.ts 13.2.7.6 [async.reqmts.async.non.blocking]
            networking.ts 13.2.7.7 [async.reqmts.async.assoc.exec]
            networking.ts 13.2.7.8 [async.reqmts.async.io.exec]
            networking.ts 13.2.7.9 [async.reqmts.async.handler.exec]
            networking.ts 13.2.7.10 [async.reqmts.async.work]
            networking.ts 13.2.7.11 [async.reqmts.async.alloc]
            networking.ts 13.2.7.12 [async.reqmts.async.completion]
            networking.ts 13.2.7.13 [async.reqmts.async.exceptions]
            networking.ts 13.2.7.14 [async.reqmts.async.composed]
    networking.ts 13.3 [async.async.result]
    networking.ts 13.4 [async.async.completion]
    networking.ts 13.5 [async.assoc.alloc]
        networking.ts 13.5.1 [async.assoc.alloc.members]
    networking.ts 13.6 [async.assoc.alloc.get]
    networking.ts 13.7 [async.exec.ctx]
        networking.ts 13.7.1 [async.exec.ctx.cons]
        networking.ts 13.7.2 [async.exec.ctx.dtor]
        networking.ts 13.7.3 [async.exec.ctx.ops]
        networking.ts 13.7.4 [async.exec.ctx.protected]
        networking.ts 13.7.5 [async.exec.ctx.globals]
    networking.ts 13.8 [async.exec.ctx.svc]
    networking.ts 13.9 [async.is.exec]
    networking.ts 13.10 [async.executor.arg]
    networking.ts 13.11 [async.uses.executor]
        networking.ts 13.11.1 [async.uses.executor.trait]
        networking.ts 13.11.2 [async.uses.executor.cons]
    networking.ts 13.12 [async.assoc.exec]
        networking.ts 13.12.1 [async.assoc.exec.members]
    networking.ts 13.13 [async.assoc.exec.get]
    networking.ts 13.14 [async.exec.binder]
        networking.ts 13.14.1 [async.exec.binder.cons]
        networking.ts 13.14.2 [async.exec.binder.access]
        networking.ts 13.14.3 [async.exec.binder.invocation]
        networking.ts 13.14.4 [async.exec.binder.async.result]
        networking.ts 13.14.5 [async.exec.binder.assoc.alloc]
        networking.ts 13.14.6 [async.exec.binder.assoc.exec]
    networking.ts 13.15 [async.bind.executor]
    networking.ts 13.16 [async.exec.work.guard]
        networking.ts 13.16.1 [async.exec.work.guard.members]
    networking.ts 13.17 [async.make.work.guard]
    networking.ts 13.18 [async.system.exec]
        networking.ts 13.18.1 [async.system.exec.ops]
        networking.ts 13.18.2 [async.system.exec.comparisons]
    networking.ts 13.19 [async.system.context]
    networking.ts 13.20 [async.bad.exec]
    networking.ts 13.21 [async.executor]
        networking.ts 13.21.1 [async.executor.cons]
        networking.ts 13.21.2 [async.executor.assign]
        networking.ts 13.21.3 [async.executor.dtor]
        networking.ts 13.21.4 [async.executor.modifiers]
        networking.ts 13.21.5 [async.executor.ops]
        networking.ts 13.21.6 [async.executor.capacity]
        networking.ts 13.21.7 [async.executor.target]
        networking.ts 13.21.8 [async.executor.comparisons]
        networking.ts 13.21.9 [async.executor.algo]
    networking.ts 13.22 [async.dispatch]
    networking.ts 13.23 [async.post]
    networking.ts 13.24 [async.defer]
    networking.ts 13.25 [async.strand]
        networking.ts 13.25.1 [async.strand.cons]
        networking.ts 13.25.2 [async.strand.assign]
        networking.ts 13.25.3 [async.strand.dtor]
        networking.ts 13.25.4 [async.strand.ops]
        networking.ts 13.25.5 [async.strand.comparisons]
    networking.ts 13.26 [async.use.future]
        networking.ts 13.26.1 [async.use.future.cons]
        networking.ts 13.26.2 [async.use.future.members]
        networking.ts 13.26.3 [async.use.future.result]
    networking.ts 13.27 [async.packaged.task.spec]
networking.ts 14 [io_context]
    networking.ts 14.1 [io_context.synop]
    networking.ts 14.2 [io_context.io_context]
        networking.ts 14.2.1 [io_context.io_context.members]
    networking.ts 14.3 [io_context.exec]
        networking.ts 14.3.1 [io_context.exec.cons]
        networking.ts 14.3.2 [io_context.exec.assign]
        networking.ts 14.3.3 [io_context.exec.ops]
        networking.ts 14.3.4 [io_context.exec.comparisons]
networking.ts 15 [timer]
    networking.ts 15.1 [timer.synop]
    networking.ts 15.2 [timer.reqmts]
        networking.ts 15.2.1 [timer.reqmts.waittraits]
    networking.ts 15.3 [timer.waittraits]
    networking.ts 15.4 [timer.waitable]
        networking.ts 15.4.1 [timer.waitable.cons]
        networking.ts 15.4.2 [timer.waitable.dtor]
        networking.ts 15.4.3 [timer.waitable.assign]
        networking.ts 15.4.4 [timer.waitable.ops]
networking.ts 16 [buffer]
    networking.ts 16.1 [buffer.synop]
    networking.ts 16.2 [buffer.reqmts]
        networking.ts 16.2.1 [buffer.reqmts.mutablebuffersequence]
        networking.ts 16.2.2 [buffer.reqmts.constbuffersequence]
        networking.ts 16.2.3 [buffer.reqmts.size]
        networking.ts 16.2.4 [buffer.reqmts.dynamicbuffer]
        networking.ts 16.2.5 [buffer.reqmts.read.write]
    networking.ts 16.3 [buffer.err]
    networking.ts 16.4 [buffer.mutable]
    networking.ts 16.5 [buffer.const]
    networking.ts 16.6 [buffer.traits]
    networking.ts 16.7 [buffer.seq.access]
    networking.ts 16.8 [buffer.size]
    networking.ts 16.9 [buffer.copy]
    networking.ts 16.10 [buffer.arithmetic]
    networking.ts 16.11 [buffer.creation]
    networking.ts 16.12 [buffer.dynamic.vector]
    networking.ts 16.13 [buffer.dynamic.string]
    networking.ts 16.14 [buffer.dynamic.creation]
networking.ts 17 [buffer.stream]
    networking.ts 17.1 [buffer.stream.reqmts]
        networking.ts 17.1.1 [buffer.stream.reqmts.syncreadstream]
        networking.ts 17.1.2 [buffer.stream.reqmts.asyncreadstream]
        networking.ts 17.1.3 [buffer.stream.reqmts.syncwritestream]
        networking.ts 17.1.4 [buffer.stream.reqmts.asyncwritestream]
        networking.ts 17.1.5 [buffer.stream.reqmts.completioncondition]
    networking.ts 17.2 [buffer.stream.transfer.all]
    networking.ts 17.3 [buffer.stream.transfer.at.least]
    networking.ts 17.4 [buffer.stream.transfer.exactly]
    networking.ts 17.5 [buffer.read]
    networking.ts 17.6 [buffer.async.read]
    networking.ts 17.7 [buffer.write]
    networking.ts 17.8 [buffer.async.write]
    networking.ts 17.9 [buffer.read.until]
    networking.ts 17.10 [buffer.async.read.until]
networking.ts 18 [socket]
    networking.ts 18.1 [socket.synop]
    networking.ts 18.2 [socket.reqmts]
        networking.ts 18.2.1 [socket.reqmts.sync]
        networking.ts 18.2.2 [socket.reqmts.async]
        networking.ts 18.2.3 [socket.reqmts.native]
        networking.ts 18.2.4 [socket.reqmts.endpoint]
        networking.ts 18.2.5 [socket.reqmts.endpointsequence]
        networking.ts 18.2.6 [socket.reqmts.protocol]
        networking.ts 18.2.7 [socket.reqmts.acceptableprotocol]
        networking.ts 18.2.8 [socket.reqmts.gettablesocketoption]
        networking.ts 18.2.9 [socket.reqmts.settablesocketoption]
        networking.ts 18.2.10 [socket.reqmts.opt.bool]
        networking.ts 18.2.11 [socket.reqmts.opt.int]
        networking.ts 18.2.12 [socket.reqmts.iocontrolcommand]
        networking.ts 18.2.13 [socket.reqmts.connectcondition]
    networking.ts 18.3 [socket.err]
    networking.ts 18.4 [socket.base]
    networking.ts 18.5 [socket.opt]
        networking.ts 18.5.1 [socket.opt.linger]
    networking.ts 18.6 [socket.basic]
        networking.ts 18.6.1 [socket.basic.cons]
        networking.ts 18.6.2 [socket.basic.dtor]
        networking.ts 18.6.3 [socket.basic.assign]
        networking.ts 18.6.4 [socket.basic.ops]
    networking.ts 18.7 [socket.dgram]
        networking.ts 18.7.1 [socket.dgram.cons]
        networking.ts 18.7.2 [socket.dgram.assign]
        networking.ts 18.7.3 [socket.dgram.op]
    networking.ts 18.8 [socket.stream]
        networking.ts 18.8.1 [socket.stream.cons]
        networking.ts 18.8.2 [socket.stream.assign]
        networking.ts 18.8.3 [socket.stream.ops]
    networking.ts 18.9 [socket.acceptor]
        networking.ts 18.9.1 [socket.acceptor.cons]
        networking.ts 18.9.2 [socket.acceptor.dtor]
        networking.ts 18.9.3 [socket.acceptor.assign]
        networking.ts 18.9.4 [socket.acceptor.ops]
networking.ts 19 [socket.iostreams]
    networking.ts 19.1 [socket.streambuf]
        networking.ts 19.1.1 [socket.streambuf.cons]
        networking.ts 19.1.2 [socket.streambuf.members]
        networking.ts 19.1.3 [socket.streambuf.virt]
    networking.ts 19.2 [socket.iostream]
        networking.ts 19.2.1 [socket.iostream.cons]
        networking.ts 19.2.2 [socket.iostream.members]
networking.ts 20 [socket.algo]
    networking.ts 20.1 [socket.algo.connect]
    networking.ts 20.2 [socket.algo.async.connect]
networking.ts 21 [internet]
    networking.ts 21.1 [internet.synop]
    networking.ts 21.2 [internet.reqmts]
        networking.ts 21.2.1 [internet.reqmts.protocol]
        networking.ts 21.2.2 [internet.reqmts.opt.mcast]
    networking.ts 21.3 [internet.resolver.err]
    networking.ts 21.4 [internet.address]
        networking.ts 21.4.1 [internet.address.cons]
        networking.ts 21.4.2 [internet.address.assign]
        networking.ts 21.4.3 [internet.address.members]
        networking.ts 21.4.4 [internet.address.comparisons]
        networking.ts 21.4.5 [internet.address.creation]
        networking.ts 21.4.6 [internet.address.io]
    networking.ts 21.5 [internet.address.v4]
        networking.ts 21.5.1 [internet.address.v4.bytes]
        networking.ts 21.5.2 [internet.address.v4.cons]
        networking.ts 21.5.3 [internet.address.v4.members]
        networking.ts 21.5.4 [internet.address.v4.static]
        networking.ts 21.5.5 [internet.address.v4.comparisons]
        networking.ts 21.5.6 [internet.address.v4.creation]
        networking.ts 21.5.7 [internet.address.v4.io]
    networking.ts 21.6 [internet.address.v6]
        networking.ts 21.6.1 [internet.address.v6.bytes]
        networking.ts 21.6.2 [internet.address.v6.cons]
        networking.ts 21.6.3 [internet.address.v6.members]
        networking.ts 21.6.4 [internet.address.v6.static]
        networking.ts 21.6.5 [internet.address.v6.comparisons]
        networking.ts 21.6.6 [internet.address.v6.creation]
        networking.ts 21.6.7 [internet.address.v6.io]
    networking.ts 21.7 [internet.bad.address.cast]
    networking.ts 21.8 [internet.hash]
    networking.ts 21.9 [internet.address.iter]
    networking.ts 21.10 [internet.address.range]
    networking.ts 21.11 [internet.network.v4]
        networking.ts 21.11.1 [internet.network.v4.cons]
        networking.ts 21.11.2 [internet.network.v4.members]
        networking.ts 21.11.3 [internet.network.v4.comparisons]
        networking.ts 21.11.4 [internet.network.v4.creation]
        networking.ts 21.11.5 [internet.network.v4.io]
    networking.ts 21.12 [internet.network.v6]
        networking.ts 21.12.1 [internet.network.v6.cons]
        networking.ts 21.12.2 [internet.network.v6.members]
        networking.ts 21.12.3 [internet.network.v6.comparisons]
        networking.ts 21.12.4 [internet.network.v6.creation]
        networking.ts 21.12.5 [internet.network.v6.io]
    networking.ts 21.13 [internet.endpoint]
        networking.ts 21.13.1 [internet.endpoint.cons]
        networking.ts 21.13.2 [internet.endpoint.members]
        networking.ts 21.13.3 [internet.endpoint.comparisons]
        networking.ts 21.13.4 [internet.endpoint.io]
        networking.ts 21.13.5 [internet.endpoint.extensible]
    networking.ts 21.14 [internet.resolver.entry]
        networking.ts 21.14.1 [internet.resolver.entry.cons]
        networking.ts 21.14.2 [internet.resolver.entry.members]
        networking.ts 21.14.3 [internet.resolver.entry.comparisons]
    networking.ts 21.15 [internet.resolver.results]
        networking.ts 21.15.1 [internet.resolver.results.cons]
        networking.ts 21.15.2 [internet.resolver.results.assign]
        networking.ts 21.15.3 [internet.resolver.results.size]
        networking.ts 21.15.4 [internet.resolver.results.access]
        networking.ts 21.15.5 [internet.resolver.results.swap]
        networking.ts 21.15.6 [internet.resolver.results.comparisons]
    networking.ts 21.16 [internet.resolver.base]
    networking.ts 21.17 [internet.resolver]
        networking.ts 21.17.1 [internet.resolver.cons]
        networking.ts 21.17.2 [internet.resolver.dtor]
        networking.ts 21.17.3 [internet.resolver.assign]
        networking.ts 21.17.4 [internet.resolver.ops]
    networking.ts 21.18 [internet.host.name]
    networking.ts 21.19 [internet.tcp]
        networking.ts 21.19.1 [internet.tcp.comparisons]
    networking.ts 21.20 [internet.udp]
        networking.ts 21.20.1 [internet.udp.comparisons]
    networking.ts 21.21 [internet.socket.opt]
        networking.ts 21.21.1 [internet.multicast.outbound]
tr1 1 [tr.intro]
    tr1 1.1 [tr.description]
    tr1 1.2 [tr.intro.ext]
    tr1 1.3 [tr.intro.namespaces]
tr1 2 [tr.util]
    tr1 2.1 [tr.util.refwrap]
        tr1 2.1.1 [tr.util.refwrp.synopsis]
        tr1 2.1.2 [tr.util.refwrp.refwrp]
            tr1 2.1.2.1 [tr.util.refwrp.const]
            tr1 2.1.2.2 [tr.util.refwrp.assign]
            tr1 2.1.2.3 [tr.util.refwrp.access]
            tr1 2.1.2.4 [tr.util.refwrp.invoke]
            tr1 2.1.2.5 [tr.util.refwrp.helpers]
    tr1 2.2 [tr.util.smartptr]
        tr1 2.2.1 [tr.util.smartptr.synopsis]
        tr1 2.2.2 [tr.util.smartptr.weakptr]
        tr1 2.2.3 [tr.util.smartptr.shared]
            tr1 2.2.3.1 [tr.util.smartptr.shared.const]
            tr1 2.2.3.2 [tr.util.smartptr.shared.dest]
            tr1 2.2.3.3 [tr.util.smartptr.shared.assign]
            tr1 2.2.3.4 [tr.util.smartptr.shared.mod]
            tr1 2.2.3.5 [tr.util.smartptr.shared.obs]
            tr1 2.2.3.6 [tr.util.smartptr.shared.cmp]
            tr1 2.2.3.7 [tr.util.smartptr.shared.io]
            tr1 2.2.3.8 [tr.util.smartptr.shared.spec]
            tr1 2.2.3.9 [tr.util.smartptr.shared.cast]
            tr1 2.2.3.10 [tr.util.smartptr.getdeleter]
        tr1 2.2.4 [tr.util.smartptr.weak]
            tr1 2.2.4.1 [tr.util.smartptr.weak.const]
            tr1 2.2.4.2 [tr.util.smartptr.weak.dest]
            tr1 2.2.4.3 [tr.util.smartptr.weak.assign]
            tr1 2.2.4.4 [tr.util.smartptr.weak.mod]
            tr1 2.2.4.5 [tr.util.smartptr.weak.obs]
            tr1 2.2.4.6 [tr.util.smartptr.weak.cmp]
            tr1 2.2.4.7 [tr.util.smartptr.weak.spec]
        tr1 2.2.5 [tr.util.smartptr.enab]
tr1 3 [tr.func]
    tr1 3.1 [tr.func.def]
    tr1 3.2 [tr.func.syn]
    tr1 3.3 [tr.func.require]
    tr1 3.4 [tr.func.ret]
    tr1 3.5 [tr.func.memfn]
    tr1 3.6 [tr.func.bind]
        tr1 3.6.1 [tr.func.bind.isbind]
        tr1 3.6.2 [tr.func.bind.isplace]
        tr1 3.6.3 [tr.func.bind.bind]
        tr1 3.6.4 [tr.func.bind.place]
    tr1 3.7 [tr.func.wrap]
        tr1 3.7.1 [tr.func.wrap.badcall]
            tr1 3.7.1.1 [tr.func.wrap.badcall.const]
        tr1 3.7.2 [tr.func.wrap.func]
            tr1 3.7.2.1 [tr.func.wrap.func.con]
            tr1 3.7.2.2 [tr.func.wrap.func.mod]
            tr1 3.7.2.3 [tr.func.wrap.func.cap]
            tr1 3.7.2.4 [tr.func.wrap.func.inv]
            tr1 3.7.2.5 [tr.func.wrap.func.targ]
            tr1 3.7.2.6 [tr.func.wrap.func.undef]
            tr1 3.7.2.7 [tr.func.wrap.func.nullptr]
            tr1 3.7.2.8 [tr.func.wrap.func.alg]
tr1 4 [tr.meta]
    tr1 4.1 [tr.meta.rqmts]
    tr1 4.2 [tr.meta.type.synop]
    tr1 4.3 [tr.meta.help]
    tr1 4.4 [tr.meta.requirements]
    tr1 4.5 [tr.meta.unary]
        tr1 4.5.1 [tr.meta.unary.cat]
        tr1 4.5.2 [tr.meta.unary.comp]
        tr1 4.5.3 [tr.meta.unary.prop]
    tr1 4.6 [tr.meta.rel]
    tr1 4.7 [tr.meta.trans]
        tr1 4.7.1 [tr.meta.trans.cv]
        tr1 4.7.2 [tr.meta.trans.ref]
        tr1 4.7.3 [tr.meta.trans.arr]
        tr1 4.7.4 [tr.meta.trans.ptr]
    tr1 4.8 [tr.meta.trans.other]
    tr1 4.9 [tr.meta.req]
tr1 5 [tr.num]
    tr1 5.1 [tr.rand]
        tr1 5.1.1 [tr.rand.req]
        tr1 5.1.2 [tr.rand.synopsis]
        tr1 5.1.3 [tr.rand.var]
        tr1 5.1.4 [tr.rand.eng]
            tr1 5.1.4.1 [tr.rand.eng.lcong]
            tr1 5.1.4.2 [tr.rand.eng.mers]
            tr1 5.1.4.3 [tr.rand.eng.sub]
            tr1 5.1.4.4 [tr.rand.eng.sub1]
            tr1 5.1.4.5 [tr.rand.eng.disc]
            tr1 5.1.4.6 [tr.rand.eng.xor]
        tr1 5.1.5 [tr.rand.predef]
        tr1 5.1.6 [tr.rand.device]
        tr1 5.1.7 [tr.rand.dist]
            tr1 5.1.7.1 [tr.rand.dist.iunif]
            tr1 5.1.7.2 [tr.rand.dist.bern]
            tr1 5.1.7.3 [tr.rand.dist.geom]
            tr1 5.1.7.4 [tr.rand.dist.pois]
            tr1 5.1.7.5 [tr.rand.dist.bin]
            tr1 5.1.7.6 [tr.rand.dist.runif]
            tr1 5.1.7.7 [tr.rand.dist.exp]
            tr1 5.1.7.8 [tr.rand.dist.norm]
            tr1 5.1.7.9 [tr.rand.dist.gamma]
    tr1 5.2 [tr.num.sf]
        tr1 5.2.1 [tr.num.sf.cmath]
            tr1 5.2.1.1 [tr.num.sf.Lnm]
            tr1 5.2.1.2 [tr.num.sf.Plm]
            tr1 5.2.1.3 [tr.num.sf.beta]
            tr1 5.2.1.4 [tr.num.sf.ellK]
            tr1 5.2.1.5 [tr.num.sf.ellEx]
            tr1 5.2.1.6 [tr.num.sf.ellPx]
            tr1 5.2.1.7 [tr.num.sf.conhyp]
            tr1 5.2.1.8 [tr.num.sf.I]
            tr1 5.2.1.9 [tr.num.sf.J]
            tr1 5.2.1.10 [tr.num.sf.K]
            tr1 5.2.1.11 [tr.num.sf.N]
            tr1 5.2.1.12 [tr.num.sf.ellF]
            tr1 5.2.1.13 [tr.num.sf.ellE]
            tr1 5.2.1.14 [tr.num.sf.ellP]
            tr1 5.2.1.15 [tr.num.sf.ei]
            tr1 5.2.1.16 [tr.num.sf.Hn]
            tr1 5.2.1.17 [tr.num.sf.hyper]
            tr1 5.2.1.18 [tr.num.sf.Ln]
            tr1 5.2.1.19 [tr.num.sf.Pl]
            tr1 5.2.1.20 [tr.num.sf.riemannzeta]
            tr1 5.2.1.21 [tr.num.sf.j]
            tr1 5.2.1.22 [tr.num.sf.Ylm]
            tr1 5.2.1.23 [tr.num.sf.n]
        tr1 5.2.2 [tr.num.sf.mathh]
tr1 6 [tr.cont]
    tr1 6.1 [tr.tuple]
        tr1 6.1.1 [tr.tuple.synopsis]
        tr1 6.1.2 [tr.tuple.synopsis.pair]
        tr1 6.1.3 [tr.tuple.tuple]
            tr1 6.1.3.1 [tr.tuple.cnstr]
            tr1 6.1.3.2 [tr.tuple.creation]
            tr1 6.1.3.3 [tr.tuple.helper]
            tr1 6.1.3.4 [tr.tuple.elem]
            tr1 6.1.3.5 [tr.tuple.rel]
        tr1 6.1.4 [tr.tuple.pairs]
    tr1 6.2 [tr.array]
        tr1 6.2.1 [tr.array.syn]
        tr1 6.2.2 [tr.array.array]
            tr1 6.2.2.1 [tr.array.cons]
            tr1 6.2.2.2 [tr.array.special]
            tr1 6.2.2.3 [tr.array.size]
            tr1 6.2.2.4 [tr.array.zero]
            tr1 6.2.2.5 [tr.array.tuple]
    tr1 6.3 [tr.hash]
        tr1 6.3.1 [tr.unord.req]
            tr1 6.3.1.1 [tr.unord.req.except]
        tr1 6.3.2 [tr.unord.fun.syn]
        tr1 6.3.3 [tr.unord.hash]
        tr1 6.3.4 [tr.unord.unord]
            tr1 6.3.4.1 [tr.unord.syn.set]
            tr1 6.3.4.2 [tr.unord.syn.map]
            tr1 6.3.4.3 [tr.unord.set]
                tr1 6.3.4.3.1 [tr.unord.set.cnstr]
                tr1 6.3.4.3.2 [tr.unord.set.swap]
            tr1 6.3.4.4 [tr.unord.map]
