1 [intro.scope]
        networking.ts 16.2.1 [buffer.reqmts.mutablebuffersequence]
        networking.ts 16.2.2 [buffer.reqmts.constbuffersequence]
        networking.ts 16.2.3 [buffer.reqmts.size]
        networking.ts 16.2.4 [buffer.reqmts.dynamicbuffer]
        networking.ts 16.2.5 [buffer.reqmts.read.write]
    networking.ts 16.3 [buffer.err]
    networking.ts 16.4 [buffer.mutable]
    networking.ts 16.5 [buffer.const]
    networking.ts 16.6 [buffer.traits]
    networking.ts 16.7 [buffer.seq.access]
    networking.ts 16.8 [buffer.size]
    networking.ts 16.9 [buffer.copy]
    networking.ts 16.10 [buffer.arithmetic]
    networking.ts 16.11 [buffer.creation]
    networking.ts 16.12 [buffer.dynamic.vector]
    networking.ts 16.13 [buffer.dynamic.string]
    networking.ts 16.14 [buffer.dynamic.creation]
networking.ts 17 [buffer.stream]
    networking.ts 17.1 [buffer.stream.reqmts]
        networking.ts 17.1.1 [buffer.stream.reqmts.syncreadstream]
        networking.ts 17.1.2 [buffer.stream.reqmts.asyncreadstream]
        networking.ts 17.1.3 [buffer.stream.reqmts.syncwritestream]
        networking.ts 17.1.4 [buffer.stream.reqmts.asyncwritestream]
        networking.ts 17.1.5 [buffer.stream.reqmts.completioncondition]
    networking.ts 17.2 [buffer.stream.transfer.all]
    networking.ts 17.3 [buffer.stream.transfer.at.least]
    networking.ts 17.4 [buffer.stream.transfer.exactly]
    networking.ts 17.5 [buffer.read]
    networking.ts 17.6 [buffer.async.read]
    networking.ts 17.7 [buffer.write]
    networking.ts 17.8 [buffer.async.write]
    networking.ts 17.9 [buffer.read.until]
    networking.ts 17.10 [buffer.async.read.until]
networking.ts 18 [socket]
    networking.ts 18.1 [socket.synop]
    networking.ts 18.2 [socket.reqmts]
        networking.ts 18.2.1 [socket.reqmts.sync]
        networking.ts 18.2.2 [socket.reqmts.async]
        networking.ts 18.2.3 [socket.reqmts.native]
        networking.ts 18.2.4 [socket.reqmts.endpoint]
        networking.ts 18.2.5 [socket.reqmts.endpointsequence]
        networking.ts 18.2.6 [socket.reqmts.protocol]
        networking.ts 18.2.7 [socket.reqmts.acceptableprotocol]
        networking.ts 18.2.8 [socket.reqmts.gettablesocketoption]
        networking.ts 18.2.9 [socket.reqmts.settablesocketoption]
        networking.ts 18.2.10 [socket.reqmts.opt.bool]
        networking.ts 18.2.11 [socket.reqmts.opt.int]
        networking.ts 18.2.12 [socket.reqmts.iocontrolcommand]
        networking.ts 18.2.13 [socket.reqmts.connectcondition]
    networking.ts 18.3 [socket.err]
    networking.ts 18.4 [socket.base]
    networking.ts 18.5 [socket.opt]
        networking.ts 18.5.1 [socket.opt.linger]
    networking.ts 18.6 [socket.basic]
        networking.ts 18.6.1 [socket.basic.cons]
        networking.ts 18.6.2 [socket.basic.dtor]
        networking.ts 18.6.3 [socket.basic.assign]
        networking.ts 18.6.4 [socket.basic.ops]
    networking.ts 18.7 [socket.dgram]
        networking.ts 18.7.1 [socket.dgram.cons]
        networking.ts 18.7.2 [socket.dgram.assign]
        networking.ts 18.7.3 [socket.dgram.op]
    networking.ts 18.8 [socket.stream]
        networking.ts 18.8.1 [socket.stream.cons]
        networking.ts 18.8.2 [socket.stream.assign]
        networking.ts 18.8.3 [socket.stream.ops]
    networking.ts 18.9 [socket.acceptor]
        networking.ts 18.9.1 [socket.acceptor.cons]
        networking.ts 18.9.2 [socket.acceptor.dtor]
        networking.ts 18.9.3 [socket.acceptor.assign]
        networking.ts 18.9.4 [socket.acceptor.ops]
networking.ts 19 [socket.iostreams]
    networking.ts 19.1 [socket.streambuf]
        networking.ts 19.1.1 [socket.streambuf.cons]
        networking.ts 19.1.2 [socket.streambuf.members]
        networking.ts 19.1.3 [socket.streambuf.virt]
    networking.ts 19.2 [socket.iostream]
        networking.ts 19.2.1 [socket.iostream.cons]
        networking.ts 19.2.2 [socket.iostream.members]
networking.ts 20 [socket.algo]
    networking.ts 20.1 [socket.algo.connect]
    networking.ts 20.2 [socket.algo.async.connect]
networking.ts 21 [internet]
    networking.ts 21.1 [internet.synop]
    networking.ts 21.2 [internet.reqmts]
        networking.ts 21.2.1 [internet.reqmts.protocol]
        networking.ts 21.2.2 [internet.reqmts.opt.mcast]
    networking.ts 21.3 [internet.resolver.err]
    networking.ts 21.4 [internet.address]
        networking.ts 21.4.1 [internet.address.cons]
        networking.ts 21.4.2 [internet.address.assign]
        networking.ts 21.4.3 [internet.address.members]
        networking.ts 21.4.4 [internet.address.comparisons]
        networking.ts 21.4.5 [internet.address.creation]
        networking.ts 21.4.6 [internet.address.io]
    networking.ts 21.5 [internet.address.v4]
        networking.ts 21.5.1 [internet.address.v4.bytes]
        networking.ts 21.5.2 [internet.address.v4.cons]
        networking.ts 21.5.3 [internet.address.v4.members]
        networking.ts 21.5.4 [internet.address.v4.static]
        networking.ts 21.5.5 [internet.address.v4.comparisons]
        networking.ts 21.5.6 [internet.address.v4.creation]
        networking.ts 21.5.7 [internet.address.v4.io]
    networking.ts 21.6 [internet.address.v6]
        networking.ts 21.6.1 [internet.address.v6.bytes]
        networking.ts 21.6.2 [internet.address.v6.cons]
        networking.ts 21.6.3 [internet.address.v6.members]
        networking.ts 21.6.4 [internet.address.v6.static]
        networking.ts 21.6.5 [internet.address.v6.comparisons]
        networking.ts 21.6.6 [internet.address.v6.creation]
        networking.ts 21.6.7 [internet.address.v6.io]
    networking.ts 21.7 [internet.bad.address.cast]
    networking.ts 21.8 [internet.hash]
    networking.ts 21.9 [internet.address.iter]
    networking.ts 21.10 [internet.address.range]
    networking.ts 21.11 [internet.network.v4]
        networking.ts 21.11.1 [internet.network.v4.cons]
        networking.ts 21.11.2 [internet.network.v4.members]
        networking.ts 21.11.3 [internet.network.v4.comparisons]
        networking.ts 21.11.4 [internet.network.v4.creation]
        networking.ts 21.11.5 [internet.network.v4.io]
    networking.ts 21.12 [internet.network.v6]
        networking.ts 21.12.1 [internet.network.v6.cons]
        networking.ts 21.12.2 [internet.network.v6.members]
        networking.ts 21.12.3 [internet.network.v6.comparisons]
        networking.ts 21.12.4 [internet.network.v6.creation]
        networking.ts 21.12.5 [internet.network.v6.io]
    networking.ts 21.13 [internet.endpoint]
        networking.ts 21.13.1 [internet.endpoint.cons]
        networking.ts 21.13.2 [internet.endpoint.members]
        networking.ts 21.13.3 [internet.endpoint.comparisons]
        networking.ts 21.13.4 [internet.endpoint.io]
        networking.ts 21.13.5 [internet.endpoint.extensible]
    networking.ts 21.14 [internet.resolver.entry]
        networking.ts 21.14.1 [internet.resolver.entry.cons]
        networking.ts 21.14.2 [internet.resolver.entry.members]
        networking.ts 21.14.3 [internet.resolver.entry.comparisons]
    networking.ts 21.15 [internet.resolver.results]
        networking.ts 21.15.1 [internet.resolver.results.cons]
        networking.ts 21.15.2 [internet.resolver.results.assign]
        networking.ts 21.15.3 [internet.resolver.results.size]
        networking.ts 21.15.4 [internet.resolver.results.access]
        networking.ts 21.15.5 [internet.resolver.results.swap]
        networking.ts 21.15.6 [internet.resolver.results.comparisons]
    networking.ts 21.16 [internet.resolver.base]
    networking.ts 21.17 [internet.resolver]
        networking.ts 21.17.1 [internet.resolver.cons]
        networking.ts 21.17.2 [internet.resolver.dtor]
        networking.ts 21.17.3 [internet.resolver.assign]
        networking.ts 21.17.4 [internet.resolver.ops]
    networking.ts 21.18 [internet.host.name]
    networking.ts 21.19 [internet.tcp]
        networking.ts 21.19.1 [internet.tcp.comparisons]
    networking.ts 21.20 [internet.udp]
        networking.ts 21.20.1 [internet.udp.comparisons]
    networking.ts 21.21 [internet.socket.opt]
        networking.ts 21.21.1 [internet.multicast.outbound]
tr1 1 [tr.intro]
    tr1 1.1 [tr.description]
    tr1 1.2 [tr.intro.ext]
    tr1 1.3 [tr.intro.namespaces]
tr1 2 [tr.util]
    tr1 2.1 [tr.util.refwrap]
        tr1 2.1.1 [tr.util.refwrp.synopsis]
        tr1 2.1.2 [tr.util.refwrp.refwrp]
            tr1 2.1.2.1 [tr.util.refwrp.const]
            tr1 2.1.2.2 [tr.util.refwrp.assign]
            tr1 2.1.2.3 [tr.util.refwrp.access]
            tr1 2.1.2.4 [tr.util.refwrp.invoke]
            tr1 2.1.2.5 [tr.util.refwrp.helpers]
    tr1 2.2 [tr.util.smartptr]
        tr1 2.2.1 [tr.util.smartptr.synopsis]
        tr1 2.2.2 [tr.util.smartptr.weakptr]
        tr1 2.2.3 [tr.util.smartptr.shared]
            tr1 2.2.3.1 [tr.util.smartptr.shared.const]
            tr1 2.2.3.2 [tr.util.smartptr.shared.dest]
            tr1 2.2.3.3 [tr.util.smartptr.shared.assign]
            tr1 2.2.3.4 [tr.util.smartptr.shared.mod]
            tr1 2.2.3.5 [tr.util.smartptr.shared.obs]
            tr1 2.2.3.6 [tr.util.smartptr.shared.cmp]
            tr1 2.2.3.7 [tr.util.smartptr.shared.io]
            tr1 2.2.3.8 [tr.util.smartptr.shared.spec]
            tr1 2.2.3.9 [tr.util.smartptr.shared.cast]
            tr1 2.2.3.10 [tr.util.smartptr.getdeleter]
        tr1 2.2.4 [tr.util.smartptr.weak]
            tr1 2.2.4.1 [tr.util.smartptr.weak.const]
            tr1 2.2.4.2 [tr.util.smartptr.weak.dest]
            tr1 2.2.4.3 [tr.util.smartptr.weak.assign]
            tr1 2.2.4.4 [tr.util.smartptr.weak.mod]
            tr1 2.2.4.5 [tr.util.smartptr.weak.obs]
            tr1 2.2.4.6 [tr.util.smartptr.weak.cmp]
            tr1 2.2.4.7 [tr.util.smartptr.weak.spec]
        tr1 2.2.5 [tr.util.smartptr.enab]
tr1 3 [tr.func]
    tr1 3.1 [tr.func.def]
    tr1 3.2 [tr.func.syn]
    tr1 3.3 [tr.func.require]
    tr1 3.4 [tr.func.ret]
    tr1 3.5 [tr.func.memfn]
    tr1 3.6 [tr.func.bind]
        tr1 3.6.1 [tr.func.bind.isbind]
        tr1 3.6.2 [tr.func.bind.isplace]
        tr1 3.6.3 [tr.func.bind.bind]
        tr1 3.6.4 [tr.func.bind.place]
    tr1 3.7 [tr.func.wrap]
        tr1 3.7.1 [tr.func.wrap.badcall]
            tr1 3.7.1.1 [tr.func.wrap.badcall.const]
        tr1 3.7.2 [tr.func.wrap.func]
            tr1 3.7.2.1 [tr.func.wrap.func.con]
            tr1 3.7.2.2 [tr.func.wrap.func.mod]
            tr1 3.7.2.3 [tr.func.wrap.func.cap]
            tr1 3.7.2.4 [tr.func.wrap.func.inv]
            tr1 3.7.2.5 [tr.func.wrap.func.targ]
            tr1 3.7.2.6 [tr.func.wrap.func.undef]
            tr1 3.7.2.7 [tr.func.wrap.func.nullptr]
            tr1 3.7.2.8 [tr.func.wrap.func.alg]
tr1 4 [tr.meta]
    tr1 4.1 [tr.meta.rqmts]
    tr1 4.2 [tr.meta.type.synop]
    tr1 4.3 [tr.meta.help]
    tr1 4.4 [tr.meta.requirements]
    tr1 4.5 [tr.meta.unary]
        tr1 4.5.1 [tr.meta.unary.cat]
        tr1 4.5.2 [tr.meta.unary.comp]
        tr1 4.5.3 [tr.meta.unary.prop]
    tr1 4.6 [tr.meta.rel]
    tr1 4.7 [tr.meta.trans]
        tr1 4.7.1 [tr.meta.trans.cv]
        tr1 4.7.2 [tr.meta.trans.ref]
        tr1 4.7.3 [tr.meta.trans.arr]
        tr1 4.7.4 [tr.meta.trans.ptr]
    tr1 4.8 [tr.meta.trans.other]
    tr1 4.9 [tr.meta.req]
tr1 5 [tr.num]
    tr1 5.1 [tr.rand]
        tr1 5.1.1 [tr.rand.req]
        tr1 5.1.2 [tr.rand.synopsis]
        tr1 5.1.3 [tr.rand.var]
        tr1 5.1.4 [tr.rand.eng]
            tr1 5.1.4.1 [tr.rand.eng.lcong]
            tr1 5.1.4.2 [tr.rand.eng.mers]
            tr1 5.1.4.3 [tr.rand.eng.sub]
            tr1 5.1.4.4 [tr.rand.eng.sub1]
            tr1 5.1.4.5 [tr.rand.eng.disc]
            tr1 5.1.4.6 [tr.rand.eng.xor]
        tr1 5.1.5 [tr.rand.predef]
        tr1 5.1.6 [tr.rand.device]
        tr1 5.1.7 [tr.rand.dist]
            tr1 5.1.7.1 [tr.rand.dist.iunif]
            tr1 5.1.7.2 [tr.rand.dist.bern]
            tr1 5.1.7.3 [tr.rand.dist.geom]
            tr1 5.1.7.4 [tr.rand.dist.pois]
            tr1 5.1.7.5 [tr.rand.dist.bin]
            tr1 5.1.7.6 [tr.rand.dist.runif]
            tr1 5.1.7.7 [tr.rand.dist.exp]
            tr1 5.1.7.8 [tr.rand.dist.norm]
            tr1 5.1.7.9 [tr.rand.dist.gamma]
    tr1 5.2 [tr.num.sf]
        tr1 5.2.1 [tr.num.sf.cmath]
            tr1 5.2.1.1 [tr.num.sf.Lnm]
            tr1 5.2.1.2 [tr.num.sf.Plm]
            tr1 5.2.1.3 [tr.num.sf.beta]
            tr1 5.2.1.4 [tr.num.sf.ellK]
            tr1 5.2.1.5 [tr.num.sf.ellEx]
            tr1 5.2.1.6 [tr.num.sf.ellPx]
            tr1 5.2.1.7 [tr.num.sf.conhyp]
            tr1 5.2.1.8 [tr.num.sf.I]
            tr1 5.2.1.9 [tr.num.sf.J]
            tr1 5.2.1.10 [tr.num.sf.K]
            tr1 5.2.1.11 [tr.num.sf.N]
            tr1 5.2.1.12 [tr.num.sf.ellF]
            tr1 5.2.1.13 [tr.num.sf.ellE]
            tr1 5.2.1.14 [tr.num.sf.ellP]
            tr1 5.2.1.15 [tr.num.sf.ei]
            tr1 5.2.1.16 [tr.num.sf.Hn]
            tr1 5.2.1.17 [tr.num.sf.hyper]
            tr1 5.2.1.18 [tr.num.sf.Ln]
            tr1 5.2.1.19 [tr.num.sf.Pl]
            tr1 5.2.1.20 [tr.num.sf.riemannzeta]
            tr1 5.2.1.21 [tr.num.sf.j]
            tr1 5.2.1.22 [tr.num.sf.Ylm]
            tr1 5.2.1.23 [tr.num.sf.n]
        tr1 5.2.2 [tr.num.sf.mathh]
tr1 6 [tr.cont]
    tr1 6.1 [tr.tuple]
        tr1 6.1.1 [tr.tuple.synopsis]
        tr1 6.1.2 [tr.tuple.synopsis.pair]
        tr1 6.1.3 [tr.tuple.tuple]
            tr1 6.1.3.1 [tr.tuple.cnstr]
            tr1 6.1.3.2 [tr.tuple.creation]
            tr1 6.1.3.3 [tr.tuple.helper]
            tr1 6.1.3.4 [tr.tuple.elem]
            tr1 6.1.3.5 [tr.tuple.rel]
        tr1 6.1.4 [tr.tuple.pairs]
    tr1 6.2 [tr.array]
        tr1 6.2.1 [tr.array.syn]
        tr1 6.2.2 [tr.array.array]
            tr1 6.2.2.1 [tr.array.cons]
            tr1 6.2.2.2 [tr.array.special]
            tr1 6.2.2.3 [tr.array.size]
            tr1 6.2.2.4 [tr.array.zero]
            tr1 6.2.2.5 [tr.array.tuple]
    tr1 6.3 [tr.hash]
        tr1 6.3.1 [tr.unord.req]
            tr1 6.3.1.1 [tr.unord.req.except]
        tr1 6.3.2 [tr.unord.fun.syn]
        tr1 6.3.3 [tr.unord.hash]
        tr1 6.3.4 [tr.unord.unord]
            tr1 6.3.4.1 [tr.unord.syn.set]
            tr1 6.3.4.2 [tr.unord.syn.map]
            tr1 6.3.4.3 [tr.unord.set]
                tr1 6.3.4.3.1 [tr.unord.set.cnstr]
                tr1 6.3.4.3.2 [tr.unord.set.swap]
            tr1 6.3.4.4 [tr.unord.map]
                tr1 6.3.4.4.1 [tr.unord.map.cnstr]
                tr1 6.3.4.4.2 [tr.unord.map.elem]
                tr1 6.3.4.4.3 [tr.unord.map.swap]
            tr1 6.3.4.5 [tr.unord.multiset]
                tr1 6.3.4.5.1 [tr.unord.multiset.cnstr]
                tr1 6.3.4.5.2 [tr.unord.multiset.swap]
            tr1 6.3.4.6 [tr.unord.multimap]
                tr1 6.3.4.6.1 [tr.unord.multimap.cnstr]
                tr1 6.3.4.6.2 [tr.unord.multimap.swap]
tr1 7 [tr.re]
    tr1 7.1 [tr.re.def]
    tr1 7.2 [tr.re.req]
    tr1 7.3 [tr.re.sum]
    tr1 7.4 [tr.re.syn]
    tr1 7.5 [tr.re.const]
        tr1 7.5.1 [tr.re.synopt]
        tr1 7.5.2 [tr.re.matchflag]
        tr1 7.5.3 [tr.re.err]
    tr1 7.6 [tr.re.badexp]
    tr1 7.7 [tr.re.traits]
    tr1 7.8 [tr.re.regex]
        tr1 7.8.1 [tr.re.regex.const]
        tr1 7.8.2 [tr.re.regex.construct]
        tr1 7.8.3 [tr.re.regex.assign]
        tr1 7.8.4 [tr.re.regex.operations]
        tr1 7.8.5 [tr.re.regex.locale]
        tr1 7.8.6 [tr.re.regex.swap]
        tr1 7.8.7 [tr.re.regex.nonmemb]
            tr1 7.8.7.1 [tr.re.regex.nmswap.]
    tr1 7.9 [tr.re.submatch]
        tr1 7.9.1 [tr.re.submatch.members]
        tr1 7.9.2 [tr.re.submatch.op]
    tr1 7.10 [tr.re.results]
        tr1 7.10.1 [tr.re.results.const]
        tr1 7.10.2 [tr.re.results.size]
        tr1 7.10.3 [tr.re.results.acc]
        tr1 7.10.4 [tr.re.results.form]
        tr1 7.10.5 [tr.re.results.all]
        tr1 7.10.1 [tr.re.results.swap]
    tr1 7.11 [tr.re.alg]
        tr1 7.11.1 [tr.re.except]
        tr1 7.11.2 [tr.re.alg.match]
        tr1 7.11.3 [tr.re.alg.search]
        tr1 7.11.4 [tr.re.alg.replace]
    tr1 7.12 [tr.re.iter]
        tr1 7.12.1 [tr.re.regiter]
            tr1 7.12.1.1 [tr.re.regiter.cnstr]
            tr1 7.12.1.2 [tr.re.regiter.comp]
            tr1 7.12.1.3 [tr.re.regiter.deref]
            tr1 7.12.1.4 [tr.re.regiter.incr]
        tr1 7.12.2 [tr.re.tokiter]
            tr1 7.12.2.1 [tr.re.tokiter.cnstr]
            tr1 7.12.2.2 [tr.re.tokiter.comp]
            tr1 7.12.2.3 [tr.re.tokiter.deref]
            tr1 7.12.2.4 [tr.re.tokiter.incr]
    tr1 7.13 [tr.re.grammar]
tr1 8 [tr.c99]
    tr1 8.1 [tr.c99.cmplx]
        tr1 8.1.1 [tr.c99.cmplx.syn]
        tr1 8.1.2 [tr.c99.cmplx.acos]
        tr1 8.1.3 [tr.c99.cmplx.asin]
        tr1 8.1.4 [tr.c99.cmplx.atan]
        tr1 8.1.5 [tr.c99.cmplx.acosh]
        tr1 8.1.6 [tr.c99.cmplx.asinh]
        tr1 8.1.7 [tr.c99.cmplx.atanh]
        tr1 8.1.8 [tr.c99.cmplx.fabs]
        tr1 8.1.9 [tr.c99.cmplx.over]
    tr1 8.2 [tr.c99.ccmplx]
    tr1 8.3 [tr.c99.cmplxh]
    tr1 8.4 [tr.c99.cctype]
        tr1 8.4.1 [tr.c99.cctype.syn]
        tr1 8.4.2 [tr.c99.cctype.blank]
    tr1 8.5 [tr.c99.ctypeh]
    tr1 8.6 [tr.c99.cfenv]
        tr1 8.6.1 [tr.c99.cfenv.syn]
        tr1 8.6.2 [tr.c99.cfenv.def]
    tr1 8.7 [tr.c99.fenv]
    tr1 8.8 [tr.c99.cfloat]
    tr1 8.9 [tr.c99.floath]
    tr1 8.10 [tr.c99.ios]
        tr1 8.10.1 [tr.c99.ios.syn]
        tr1 8.10.2 [tr.c99.ios.hex]
    tr1 8.11 [tr.c99.cinttypes]
        tr1 8.11.1 [tr.c99.cinttypes.syn]
        tr1 8.11.2 [tr.c99.cinttypes.def]
    tr1 8.12 [tr.c99.inttypesh]
    tr1 8.13 [tr.c99.climits]
    tr1 8.14 [tr.c99.limitsh]
    tr1 8.15 [tr.c99.locale]
    tr1 8.16 [tr.c99.cmath]
        tr1 8.16.1 [tr.c99.cmath.syn]
        tr1 8.16.2 [tr.c99.cmath.def]
        tr1 8.16.3 [tr.c99.cmath.tmpl]
        tr1 8.16.4 [tr.c99.cmath.over]
    tr1 8.17 [tr.c99.mathh]
    tr1 8.18 [tr.c99.cstdarg]
    tr1 8.19 [tr.c99.stdargh]
    tr1 8.20 [tr.c99.cbool]
    tr1 8.21 [tr.c99.boolh]
    tr1 8.22 [tr.c99.cstdint]
        tr1 8.22.1 [tr.c99.cstdint.syn]
        tr1 8.22.2 [tr.c99.cstdint.def]
    tr1 8.23 [tr.c99.stdinth]
    tr1 8.24 [tr.c99.cstdio]
        tr1 8.24.1 [tr.c99.cstdio.syn]
        tr1 8.24.2 [tr.c99.cstdio.def]
        tr1 8.24.3 [tr.c99.cstdio.spec]
        tr1 8.24.4 [tr.c99.stdioh]
    tr1 8.25 [tr.c99.cstdlib]
        tr1 8.25.1 [tr.c99.cstdlib.syn]
        tr1 8.25.2 [tr.c99.cstdlib.def]
        tr1 8.25.3 [tr.c99.cstdlib.abs]
        tr1 8.25.4 [tr.c99.cstdlib.div]
    tr1 8.26 [tr.c99.stdlibh]
    tr1 8.27 [tr.c99.ctgmath]
    tr1 8.28 [tr.c99.tgmathh]
    tr1 8.29 [tr.c99.ctime]
    tr1 8.30 [tr.c99.cwchar]
        tr1 8.30.1 [tr.c99.cwchar.syn]
        tr1 8.30.2 [tr.c99.cwchar.def]
        tr1 8.30.3 [tr.c99.cwchar.spec]
    tr1 8.31 [tr.c99.wcharh]
    tr1 8.32 [tr.c99.cwctype]
        tr1 8.32.1 [tr.c99.cwctype.syn]
        tr1 8.32.2 [tr.c99.cwctype.iswblank]
    tr1 8.33 [tr.c99.wctypeh]
tr1 A [tr.limits]

dec.tr 1 [trdec.intro]
    dec.tr 1.1 [trdec.model]
    dec.tr 1.2 [trdec.encodings]
    dec.tr 1.3 [trdec.refs]
dec.tr 2 [trdec.conventions]
    dec.tr 2.1 [trdec.relation.intro]
    dec.tr 2.2 [trdec.relation.tr1]
    dec.tr 2.3 [trdec.categories]
    dec.tr 2.4 [trdec.namespace]
dec.tr 3 [trdec.types]
    dec.tr 3.1 [trdec.types.encodings]
    dec.tr 3.2 [trdec.types.types]
        dec.tr 3.2.1 [trdec.types.types.synopsis]
        dec.tr 3.2.2 [trdec.types.types.decimal32]
            dec.tr 3.2.2.1 [trdec.types.types.decimal32.cons]
            dec.tr 3.2.2.2 [trdec.types.types.decimal32.conv.float]
            dec.tr 3.2.2.3 [trdec.types.types.decimal32.conv.from.int]
            dec.tr 3.2.2.4 [trdec.types.types.decimal32.conv.to.int]
            dec.tr 3.2.2.5 [trdec.types.types.decimal32.incr]
            dec.tr 3.2.2.6 [trdec.types.types.decimal32.comp.ass]
        dec.tr 3.2.3 [trdec.types.types.decimal64]
            dec.tr 3.2.3.1 [trdec.types.types.decimal64.cons]
            dec.tr 3.2.3.2 [trdec.types.types.decimal64.float]
            dec.tr 3.2.3.3 [trdec.types.types.decimal64.from.int]
            dec.tr 3.2.3.4 [trdec.types.types.decimal64.to.int]
            dec.tr 3.2.3.5 [trdec.types.types.decimal64.incr]
            dec.tr 3.2.3.6 [trdec.types.types.decimal64.comp.ass]
        dec.tr 3.2.4 [trdec.types.types.decimal128]
            dec.tr 3.2.4.1 [trdec.types.types.decimal128.cons]
            dec.tr 3.2.4.2 [trdec.types.types.decimal128.float]
            dec.tr 3.2.4.3 [trdec.types.types.decimal128.from.int]
            dec.tr 3.2.4.4 [trdec.types.types.decimal128.to.int]
            dec.tr 3.2.4.5 [trdec.types.types.decimal128.incr]
            dec.tr 3.2.4.6 [trdec.types.types.decimal128.comp.ass]
        dec.tr 3.2.5 [trdec.types.types.init]
        dec.tr 3.2.6 [trdec.types.types.conv.float]
        dec.tr 3.2.7 [trdec.types.types.unary]
        dec.tr 3.2.8 [trdec.types.types.binary]
        dec.tr 3.2.9 [trdec.types.types.comp]
        dec.tr 3.2.10 [trdec.types.types.input]
        dec.tr 3.2.11 [trdec.types.types.output]
    dec.tr 3.3 [trdec.types.limits]
    dec.tr 3.4 [trdec.types.cdecfloat]
        dec.tr 3.4.1 [trdec.types.cdecfloat.synopsis]
        dec.tr 3.4.2 [trdec.types.decfloat.h.synopsis]
        dec.tr 3.4.3 [trdec.types.cdecfloat.max.value]
        dec.tr 3.4.4 [trdec.types.cdecfloat.epsilon]
        dec.tr 3.4.5 [trdec.types.cdecfloat.min.normal.value]
        dec.tr 3.4.6 [trdec.types.cdecfloat.min.subnormal.value]
        dec.tr 3.4.7 [trdec.types.cdecfloat.eval.format]
    dec.tr 3.5 [trdec.types.cfenv]
        dec.tr 3.5.1 [trdec.types.cfenv.synopsis]
        dec.tr 3.5.2 [trdec.types.cfenv.round]
        dec.tr 3.5.3 [trdec.types.cfenv.fe_dec_getround]
        dec.tr 3.5.4 [trdec.types.cfenv.fe_dec_setround]
        dec.tr 3.5.5 [trdec.types.cfenv.fenv.h]
    dec.tr 3.6 [trdec.types.cmath]
        dec.tr 3.6.1 [trdec.types.cmath.synopsis]
        dec.tr 3.6.2 [trdec.types.cmath.macros]
        dec.tr 3.6.3 [trdec.types.cmath.eval.format]
        dec.tr 3.6.4 [trdec.types.cmath.samequantum]
        dec.tr 3.6.5 [trdec.types.cmath.quantize]
        dec.tr 3.6.6 [trdec.types.cmath.elementary]
            dec.tr 3.6.6.1 [trdec.types.cmath.elementary.abs]
        dec.tr 3.6.7 [trdec.types.cmath.math.h]
            dec.tr 3.6.7.1 [trdec.types.cmath.math.h.synopsis]
    dec.tr 3.7 [trdec.types.cstdio]
    dec.tr 3.8 [trdec.types.cstdlib]
        dec.tr 3.8.1 [trdec.types.cstdlib.synopsis]
        dec.tr 3.8.2 [trdec.types.cstdlib.strtod]
        dec.tr 3.8.3 [trdec.types.cstdlib.stdlib.h]
    dec.tr 3.9 [trdec.types.cwchar]
        dec.tr 3.9.1 [trdec.types.cwchar.synopsis]
        dec.tr 3.9.2 [trdec.types.cwchar.wcstod]
        dec.tr 3.9.3 [trdec.types.cwchar.wchar.h]
    dec.tr 3.10 [trdec.types.facets]
        dec.tr 3.10.1 [trdec.types.facets.locale]
        dec.tr 3.10.2 [trdec.types.facets.extended_num_get]
            dec.tr 3.10.2.1 [trdec.types.facets.extended_num_get.mem]
            dec.tr 3.10.2.2 [trdec.types.facets.extended_num_get.virt]
        dec.tr 3.10.3 [trdec.types.facets.extended_num_put]
            dec.tr 3.10.3.1 [trdec.types.facets.extended_num_put.mem]
            dec.tr 3.10.3.2 [trdec.types.facets.extended_num_put.virt]
    dec.tr 3.11 [trdec.types.traits]
        dec.tr 3.11.1 [trdec.types.traits.synopsis]
        dec.tr 3.11.2 [trdec.types.traits.is_decimal_floating_point]
    dec.tr 3.12 [trdec.types.hash]
        dec.tr 3.12.1 [trdec.types.hash.synopsis]
        dec.tr 3.12.2 [trdec.types.hash.spec]
dec.tr 4 [trdec.compat]
    dec.tr 4.1 [trdec.compat.decfloat.h]
    dec.tr 4.2 [trdec.compat.literals]
    dec.tr 4.3 [trdec.compat.conv]
filesys.ts 1 [fs.scope]
filesys.ts 2 [fs.conformance]
    filesys.ts 2.1 [fs.conform.9945]
    filesys.ts 2.2 [fs.conform.os]
    filesys.ts 2.3 [fs.race.behavior]
filesys.ts 3 [fs.norm.ref]
filesys.ts 4 [fs.definitions]
    filesys.ts 4.1 [fs.def.absolute-path]
    filesys.ts 4.2 [fs.def.canonical-path]
    filesys.ts 4.3 [fs.def.directory]
    filesys.ts 4.4 [fs.def.file]
    filesys.ts 4.5 [fs.def.filesystem]
    filesys.ts 4.6 [fs.def.race]
    filesys.ts 4.7 [fs.def.filename]
    filesys.ts 4.8 [fs.def.hardlink]
    filesys.ts 4.9 [fs.def.link]
    filesys.ts 4.10 [fs.def.native.encode]
    filesys.ts 4.11 [fs.def.native]
    filesys.ts 4.12 [fs.def.ntcts]
    filesys.ts 4.13 [fs.def.osdep]
    filesys.ts 4.14 [fs.def.parent]
    filesys.ts 4.15 [fs.def.path]
    filesys.ts 4.16 [fs.def.pathname]
